,Year,Kilometers_Driven,Mileage,Engine,Power,Seats,Price,en_Fuel,en_Transmission,en_Owner,en_Name
1485,2019,80000,11,2982,171,7,8.99,1,1,1,Fortuner
1486,2009,74000,15,1896,105,5,5.25,1,2,1,Jetta
1487,2011,37000,23,1396,90,5,2.95,1,1,1,i20
1488,2013,64000,21,1248,88,5,2.65,1,1,2,Manza
1489,2013,57197,15,1598,103,5,4.0,2,1,1,Vento
1490,2016,55000,17,1582,126,5,12.5,1,2,1,Creta
1491,2014,33000,21,1197,85,5,3.25,2,1,1,Ritz
1492,2008,70000,13,1997,141,5,4.0,2,1,1,CR-V
1493,2012,75000,15,2179,140,7,6.25,1,1,2,XUV500
1494,2016,58095,21,1498,108,5,5.8,1,1,1,Ameo
1495,2015,7445,17,1193,88,5,5.0,2,1,1,Zest
1496,2016,17652,12,2993,270,5,58.73,1,2,1,XJ
1497,2018,28321,14,1798,138,5,17.49,2,2,1,Corolla
1498,2011,69000,19,998,66,5,1.95,2,1,2,A-Star
1499,2007,80000,11,2354,142,5,3.0,2,2,1,Accord
1500,2014,42365,17,1197,80,5,5.5,2,1,1,i20
1501,2013,123000,12,2982,168,7,16.5,1,2,1,Fortuner
1502,2011,40000,11,1796,186,5,14.5,2,2,2,New
1503,2016,30112,27,1248,74,5,7.79,1,1,1,Baleno
1504,2017,43775,20,1248,88,7,8.27,1,1,1,Ertiga
1505,2019,26013,12,2993,255,5,97.07,1,2,1,Rover
1506,2012,56000,12,1598,102,5,2.15,2,1,1,Optra
1507,2008,95000,12,1799,130,5,3.0,2,2,2,Civic
1508,2014,41089,16,1995,184,5,28.79,1,2,1,X3
1509,2011,41988,20,1968,138,5,5.45,1,2,1,Laura
1510,2013,72486,23,1248,74,5,3.95,1,1,1,Swift
1511,2013,92000,23,1984,150,5,16.0,1,2,1,V40
1512,2013,40000,17,1298,85,5,4.25,2,1,1,Swift
1513,2014,56000,12,2179,187,5,34.5,1,2,1,Rover
1514,2008,125000,11,2354,177,5,2.6,2,2,3,Accord
1515,2017,29219,12,2494,100,8,13.48,1,1,1,Innova
1516,2018,39927,12,2982,168,7,32.1,1,1,1,Fortuner
1517,2018,38593,18,1199,88,5,6.17,2,1,1,Jazz
1518,2015,32000,17,1497,118,5,5.5,2,1,1,City
1519,2017,28226,28,1248,73,5,9.15,1,2,1,Dzire
1520,2014,95000,21,1461,84,5,4.5,1,1,1,Sunny
1521,2014,194000,12,2494,100,8,10.5,1,1,1,Innova
1522,2016,14821,19,1198,86,5,5.37,2,1,1,Brio
1523,2012,52000,15,1598,103,5,5.45,2,1,1,Vento
1524,2016,33000,16,2179,140,7,9.25,1,1,1,XUV500
1525,2016,29200,23,1498,98,5,7.7,1,1,1,EcoSport
1526,2012,99754,17,1968,108,5,7.99,1,1,1,Yeti
1527,2012,49000,20,1197,78,5,3.0,2,1,1,i10
1528,2005,299322,12,2494,102,8,4.0,1,1,1,Innova
1529,2018,38310,20,1248,88,5,6.69,1,1,1,Zest
1530,2014,56000,22,1248,74,5,4.25,1,1,1,Swift
1531,2017,31300,21,1498,108,5,10.5,1,2,1,Rapid
1532,2019,11241,13,2393,147,8,22.55,1,1,1,Innova
1533,2014,48000,17,1591,121,5,5.2,2,1,2,Verna
1534,2019,23882,17,1497,117,5,11.87,2,1,1,City
1535,2014,65000,26,1498,98,5,6.99,1,1,1,City
1536,2011,50000,20,1598,103,5,5.0,1,1,1,Vento
1537,2014,25000,12,2967,236,5,44.0,1,2,1,Q5
1538,2015,21000,22,796,47,5,2.79,2,1,1,Alto
1539,2012,148000,21,1248,88,5,2.9,1,1,2,Manza
1540,2016,68000,15,1591,121,5,9.85,2,1,1,Creta
1541,2014,52000,12,2987,224,7,49.0,1,2,1,GL-Class
1542,2016,19000,16,2498,105,6,9.25,1,1,1,Thar
1543,2011,74000,22,1582,126,5,3.75,1,1,2,Verna
1544,2017,30279,26,1498,99,5,7.29,1,1,1,Aspire
1545,2016,20000,20,1496,113,4,23.5,1,2,1,Cooper
1546,2013,34834,14,796,35,5,2.6,2,1,1,Omni
1547,2015,90000,21,1461,65,5,3.1,1,1,2,Verito
1548,2016,38730,14,2143,203,5,29.98,1,2,1,E-Class
1549,2016,57390,19,1461,108,5,6.73,1,1,1,Duster
1550,2016,100000,23,1248,74,5,3.5,1,1,1,Swift
1551,2011,50000,16,1198,73,5,2.35,2,1,1,Polo
1552,2017,64961,16,2179,140,7,16.13,1,1,1,XUV500
1553,2014,72465,16,1198,74,5,5.9,2,1,1,Polo
1554,2012,68776,21,1197,85,5,3.9,2,1,1,Ritz
1556,2012,68000,12,2494,102,7,6.95,1,1,1,Innova
1557,2015,33000,26,1498,98,5,7.0,1,1,1,City
1558,2017,22389,17,1198,73,5,7.23,2,1,1,Ameo
1559,2012,90000,21,1248,88,5,3.81,1,1,1,SX4
1560,2012,42000,18,1197,85,5,4.5,2,1,3,Swift
1561,2017,38767,19,1582,126,5,12.6,1,1,1,Creta
1562,2015,21000,12,2967,241,7,48.0,1,2,1,Q7
1563,2010,59136,19,796,46,5,2.96,2,1,1,Alto
1564,2014,36000,25,1498,98,5,3.25,1,1,1,Amaze
1565,2011,95000,18,1968,167,5,8.5,1,2,2,Passat
1566,2013,51000,19,1582,126,5,8.75,1,2,1,Elantra
1567,2011,36411,18,998,67,5,3.08,2,1,1,WagonR
1568,2017,40000,12,1999,148,7,41.5,1,2,1,Rover
1569,2016,27300,17,1497,117,5,7.0,2,1,1,City
1570,2011,29813,14,1991,181,5,11.5,2,2,2,New
1571,2011,71000,20,998,67,5,2.6,2,1,1,WagonR
1572,2014,32000,22,1582,126,5,4.3,1,1,1,Verna
1573,2017,19234,17,1373,80,7,8.35,3,1,1,Ertiga
1574,2017,50510,17,1968,141,5,24.9,1,2,1,Tiguan
1575,2011,102000,15,1995,177,5,13.75,1,2,1,X1
1576,2014,42277,24,1186,73,5,3.85,1,1,1,Grand
1577,2014,46000,13,2143,201,5,23.25,1,2,1,E-Class
1579,2015,50000,18,1197,82,5,5.75,2,1,1,Grand
1580,2008,62000,20,1197,78,5,1.65,2,1,2,i10
1581,2012,78000,19,1968,138,5,6.5,1,1,1,Jetta
1582,2011,79000,17,1968,138,5,7.5,1,1,1,Yeti
1583,2019,6773,14,2967,245,7,72.94,1,2,1,Q7
1584,2010,135000,11,2982,171,7,11.0,1,1,2,Fortuner
1585,2013,36716,18,1061,67,5,3.02,2,1,1,WagonR
1586,2013,65060,21,814,55,5,3.32,2,1,1,EON
1587,2013,33000,19,1198,86,5,3.24,2,1,1,Brio
1588,2015,11110,22,796,47,5,2.35,2,1,1,Alto
1589,2013,63000,15,2523,62,7,5.5,1,1,1,Bolero
1590,2015,27030,17,1497,117,5,6.75,2,1,1,City
1591,2015,19600,15,1598,103,5,6.15,2,1,1,Rapid
1592,2016,27755,22,1197,81,5,5.45,2,1,1,Swift
1593,2013,20000,21,814,55,5,2.3,2,1,2,EON
1594,2015,24782,20,1197,83,5,6.21,2,1,1,Swift
1595,2014,47303,19,1198,76,5,5.21,2,2,1,Micra
1596,2008,71000,8,4134,250,7,11.99,2,2,1,Q7
1597,2010,135000,17,1248,75,5,3.1,1,1,1,Swift
1598,2017,1000,13,2179,138,5,7.5,1,1,1,Xenon
1599,2016,29000,20,1498,88,5,4.0,1,1,1,Polo
1600,2016,36367,17,1497,117,5,7.73,2,1,1,City
1601,2015,38000,17,1497,117,5,7.8,2,1,1,City
1602,2011,83969,16,796,37,4,1.3,2,1,1,800
1603,2014,82621,20,1498,88,5,4.42,1,1,1,Polo
1604,2009,89000,12,1991,147,7,4.0,1,2,1,Captiva
1605,2016,54000,16,2179,140,7,13.0,1,1,1,XUV500
1606,2015,61691,25,1498,98,5,5.38,1,1,1,Amaze
1607,2011,32200,17,1197,80,5,3.25,2,1,2,i20
1608,2016,68630,20,998,67,5,3.87,2,2,1,WagonR
1609,2014,61000,16,1968,138,5,8.25,1,2,2,Jetta
1610,2018,32644,20,1373,91,5,9.28,2,1,1,Ciaz
1611,2012,85000,11,2179,120,7,6.25,1,2,1,Scorpio
1612,2008,75000,15,1150,74,5,1.15,2,1,2,Aveo
1613,2016,40347,20,1373,91,5,7.8,2,1,1,Ciaz
1614,2012,60788,23,1396,90,5,4.5,1,1,1,i20
1615,2018,18664,18,1199,88,5,7.56,2,1,1,Jazz
1616,2017,57847,16,2179,140,7,16.08,1,1,1,XUV500
1617,2012,52237,17,1197,80,5,4.5,2,1,1,i20
1618,2012,128000,22,1582,126,5,5.0,1,1,1,Verna
1619,2011,54000,19,1086,68,5,2.2,2,1,1,i10
1620,2014,49800,23,998,67,5,4.0,2,2,1,Celerio
1621,2012,98000,20,1199,73,5,2.51,1,1,1,Fabia
1622,2015,60095,25,1248,74,5,4.75,1,1,1,Swift
1623,2008,68000,16,1086,66,5,2.0,2,1,2,i10
1624,2010,81402,20,1197,78,5,2.1,2,1,2,i10
1625,2013,38000,16,1499,110,5,6.25,2,2,1,Ecosport
1626,2011,92239,11,2987,210,5,10.6,1,2,2,E-Class
1627,2017,49224,25,1248,74,5,6.0,1,1,1,Swift
1628,2004,12000,16,796,37,4,0.45,2,1,2,800
1629,2010,54898,16,1298,88,5,2.5,2,1,3,Swift
1630,2018,2500,15,1591,121,5,12.75,2,1,1,Creta
1631,2017,32838,17,1995,190,5,30.29,1,2,1,X1
1632,2006,27076,13,1299,70,5,1.6,2,1,1,Ikon
1633,2017,75445,22,1498,89,5,7.54,1,1,1,Ecosport
1634,2015,46601,20,1373,91,5,6.84,2,1,1,Ciaz
1635,2012,72000,18,1968,167,5,6.0,1,2,1,Passat
1636,2017,27000,27,1498,98,5,8.0,1,1,1,Jazz
1637,2016,68193,17,1968,174,5,24.74,1,2,1,A4
1638,2017,34429,24,1120,70,5,5.5,1,1,1,Grand
1639,2013,46000,12,2987,224,7,36.0,1,2,1,GL-Class
1640,2013,80544,12,2494,100,7,11.79,1,1,1,Innova
1641,2011,42000,16,1498,97,5,3.0,2,1,2,Sunny
1642,2011,94821,20,1968,138,5,6.75,1,2,2,Laura
1643,2006,100000,14,1399,92,5,1.4,2,1,1,Aveo
1644,2014,57000,24,1498,98,7,5.75,1,1,1,Mobilio
1645,2010,79894,21,1248,73,5,3.4,1,1,1,Ritz
1646,2011,44748,16,1198,73,5,4.89,2,1,2,Polo
1647,2013,31000,13,1598,102,5,4.95,2,1,1,Terrano
1648,2013,60587,16,998,66,5,3.49,2,2,2,A-Star
1650,2014,43772,17,1497,118,5,6.35,2,1,1,City
1651,2017,23576,18,1197,82,5,7.08,2,2,1,Grand
1652,2017,4000,13,1999,177,5,38.0,1,2,1,XE
1653,2012,62000,12,2179,120,8,6.25,1,1,1,Scorpio
1654,2011,36000,11,1796,186,5,10.15,2,2,1,New
1655,2014,80000,13,1798,157,5,10.75,2,2,1,Superb
1656,2012,137008,18,1991,147,4,4.65,1,2,1,Cruze
1657,2010,61001,12,2179,120,8,4.75,1,1,1,Scorpio
1658,2015,52191,17,1591,121,5,7.78,2,1,1,Verna
1659,2016,77076,23,1396,90,5,6.75,1,1,1,i20
1660,2008,56000,16,1497,78,5,2.99,2,2,1,City
1661,2013,21000,20,1197,78,5,2.35,2,1,1,i10
1662,2013,89429,25,1498,98,5,3.65,1,1,1,Amaze
1663,2012,45631,22,998,67,5,2.74,2,1,2,WagonR
1664,2013,53959,19,1198,86,5,3.5,2,1,1,Brio
1665,2014,55804,17,1197,80,5,4.76,2,1,1,i20
1666,2016,25899,15,1598,103,5,6.2,2,1,1,Vento
1667,2008,82000,18,1896,66,5,2.35,1,1,2,Octavia
1668,2014,52000,13,2143,204,5,24.5,1,2,1,E-Class
1669,2013,20000,13,1598,102,5,6.0,2,1,1,Duster
1670,2017,31829,21,814,55,5,3.65,2,1,1,EON
1671,2016,18094,18,1197,85,5,6.26,2,1,2,Swift
1673,2015,11964,13,2967,241,5,32.95,1,2,1,Q5
1674,2018,22684,18,1197,81,5,7.8,2,1,1,i20
1675,2014,43521,19,1198,86,5,4.25,2,1,1,Brio
1676,2014,49386,17,1298,85,5,4.86,2,1,1,Swift
1677,2017,12248,18,1197,81,5,4.9,2,1,1,Grand
1678,2014,67771,11,2498,112,8,7.06,1,1,1,Xylo
1679,2015,60007,17,1798,189,4,4.5,2,2,1,Polo
1680,2011,48624,24,998,67,5,3.22,2,1,1,Alto
1681,2014,30000,22,1199,73,5,3.25,1,1,1,Polo
1682,2016,81605,18,1197,82,5,4.53,2,1,1,Grand
1683,2017,32642,14,2143,170,5,34.78,1,2,1,New
1684,2014,34200,15,1591,121,5,6.5,2,2,1,Verna
1685,2010,72204,15,1172,67,5,2.25,2,1,1,Punto
1686,2011,156347,12,2494,100,8,8.0,1,1,2,Innova
1687,2017,47357,18,1493,100,7,8.37,1,2,1,TUV
1688,2015,61738,20,1498,88,5,5.39,1,1,1,Polo
1689,2018,32586,22,1995,190,5,37.3,1,2,1,5
1690,2018,40129,11,2987,254,5,70.8,1,2,1,GLE
1691,2012,51000,11,2987,254,5,22.25,1,2,1,M-Class
1692,2018,10393,18,1197,81,5,6.03,2,1,1,Grand
1693,2011,46000,13,1798,157,5,4.9,2,2,1,Superb
1694,2013,21000,16,1197,78,5,3.96,2,2,1,i10
1695,2011,113562,23,1396,90,5,4.6,1,1,1,i20
1696,2011,100010,12,2179,120,8,5.5,1,1,2,Scorpio
1697,2013,63107,19,1198,86,5,3.25,2,1,1,Brio
1698,2017,58500,18,1197,81,5,6.25,2,1,1,i20
1699,2007,90000,10,2499,143,7,3.0,1,1,4,Endeavour
1700,2011,108242,16,1493,110,5,4.25,1,1,1,Verna
1701,2011,146300,11,2982,171,7,12.25,1,1,1,Fortuner
1702,2011,62943,17,1995,184,5,10.95,1,2,2,X1
1703,2013,65000,12,2982,168,7,16.5,1,2,1,Fortuner
1704,2018,1700,19,1199,88,5,7.8,2,2,1,Amaze
1705,2013,34697,19,1086,68,5,3.7,2,1,1,i10
1706,2012,58000,17,1197,80,5,4.0,2,1,1,i20
1707,2015,32500,19,1995,187,5,26.75,1,2,1,3
1708,2016,58661,15,1968,181,5,28.03,1,2,1,Q3
1709,2017,37124,20,1197,81,5,5.44,2,1,1,Swift
1710,2017,44000,21,1197,83,5,6.2,2,2,1,Baleno
1711,2005,45200,13,1495,94,5,0.9,2,1,1,Accent
1712,2016,11000,18,1197,85,5,3.95,2,1,1,Ritz
1713,2011,65000,26,624,35,4,0.44,2,1,2,Nano
1714,2012,55005,20,1399,68,5,2.75,1,1,1,Figo
1715,2011,81650,18,1968,167,5,7.5,1,2,1,Passat
1716,2010,160000,19,1248,93,5,2.5,1,1,2,Linea
1717,2015,169000,14,2489,93,7,5.0,1,1,1,Xylo
1718,2013,67263,18,998,67,5,3.6,2,1,1,WagonR
1719,2012,44223,17,1496,88,5,3.99,2,1,1,Etios
1720,2015,36840,18,1197,82,5,5.64,2,1,1,Grand
1721,2014,160000,12,2494,100,8,12.0,1,1,1,Innova
1722,2008,133000,16,1405,62,5,0.7,1,1,1,Indica
1723,2015,69123,18,1995,184,5,19.0,1,2,1,3
1724,2017,38000,10,3198,197,7,30.48,1,2,1,Endeavour
1725,2017,5500,21,1462,103,5,8.2,2,1,1,Ciaz
1726,2015,1001,25,1498,99,5,7.55,1,1,1,Figo
1727,2007,59000,15,1150,74,5,0.99,2,1,3,Aveo
1728,2011,78256,16,1497,118,5,4.15,2,2,1,City
1729,2016,90000,16,1498,97,5,6.2,2,1,1,Sunny
1730,2016,18000,19,1197,85,5,4.4,2,1,1,Swift
1731,2012,60000,20,1399,68,5,2.1,1,1,1,Figo
1732,2011,130000,20,1248,75,5,2.2,1,1,1,Grande
1733,2018,32851,18,1197,81,5,8.34,2,1,1,Elite
1734,2014,32000,23,1248,74,5,4.35,1,1,1,Swift
1735,2014,62700,22,1498,89,5,6.8,1,1,1,Ecosport
1736,2010,71000,19,1248,73,5,3.3,1,1,1,Swift
1737,2016,19947,18,1197,82,5,5.04,2,1,1,Grand
1738,2012,91000,11,2953,153,7,9.2,1,2,1,Endeavour
1739,2014,74000,22,1199,73,5,5.7,1,1,1,Polo
1740,2018,55594,18,1493,100,7,8.48,1,1,1,TUV
1741,2013,58000,11,2993,306,4,48.0,1,2,1,X6
1742,2012,110224,19,1461,108,5,6.1,1,1,1,Duster
1743,2010,21002,22,998,67,5,2.75,2,1,1,WagonR
1744,2017,121000,24,1248,88,7,8.0,1,1,1,Ertiga
1745,2010,73513,19,796,46,5,1.85,2,1,1,Alto
1746,2015,34000,20,998,67,5,3.85,2,2,1,WagonR
1747,2017,28371,15,1196,73,7,4.74,2,1,1,Eeco
1748,2013,74755,19,1461,108,5,5.63,1,1,1,Duster
1749,2011,25805,18,1061,64,5,2.62,2,1,1,Zen
1750,2015,82603,13,1598,102,5,4.9,2,1,1,Duster
1751,2006,110000,13,1799,130,5,2.65,2,1,1,Civic
1752,2012,88000,16,2179,140,7,5.99,1,1,1,XUV500
1753,2011,110000,21,1461,64,5,2.4,1,1,2,Verito
1754,2017,15000,21,999,67,5,4.25,2,1,1,KWID
1755,2013,70000,15,2967,240,5,40.0,1,2,1,Cayenne
1756,2008,150000,28,1248,74,5,2.7,1,1,2,Swift
1757,2016,19000,20,1198,67,5,2.99,2,1,1,GO
1758,2011,37442,18,1197,80,5,3.4,2,1,1,i20
1759,2016,63111,18,1995,190,5,30.8,1,2,2,5
1760,2012,88000,20,1248,88,7,5.85,1,1,1,Ertiga
1761,2014,42355,18,1197,82,5,4.0,2,1,1,Grand
1762,2011,75871,9,2996,254,5,14.12,2,2,1,3
1763,2011,65000,17,1998,163,5,4.55,1,1,1,Cruze
1764,2015,69000,0,2987,165,5,38.0,1,2,1,M-Class
1765,2011,79232,21,1248,73,5,2.9,1,1,1,Ritz
1766,2007,220000,11,1796,186,5,6.0,2,2,2,New
1767,2016,28470,18,1197,81,5,6.95,2,1,1,i20
1768,2014,9759,20,998,68,5,2.75,2,1,1,EON
1769,2014,75216,22,1248,74,5,5.1,1,1,1,Swift
1770,2017,8000,18,1197,81,5,6.75,2,1,1,i20
1771,2014,59451,18,1197,85,5,3.69,2,1,1,Ritz
1772,2013,53996,22,1248,74,5,5.45,1,1,1,Swift
1773,2018,15135,17,1199,88,5,9.29,2,1,1,WRV
1774,2015,53000,16,1197,81,5,4.0,2,2,2,Xcent
1775,2013,40000,18,1198,86,5,2.9,2,1,1,Amaze
1776,2013,21107,17,1591,121,5,5.25,2,1,1,Verna
1777,2014,56000,16,1497,116,5,5.75,2,1,1,City
1778,2017,19623,15,1591,121,5,13.12,2,1,1,Creta
1779,2014,70963,15,2179,140,7,7.83,1,1,1,XUV500
1780,2013,25755,26,998,58,5,3.15,3,1,1,WagonR
1781,2013,51450,12,2494,102,7,10.4,1,1,1,Innova
1782,2012,75000,22,1248,74,5,4.35,1,1,1,Swift
1783,2017,37832,22,998,67,5,5.23,2,2,1,WagonR
1784,2016,43041,18,1197,81,5,6.01,2,1,1,Grand
1785,2014,97236,25,1498,98,5,4.4,1,1,1,Amaze
1786,2010,83000,16,1995,181,5,12.75,1,2,1,3
1787,2011,65000,15,1196,70,5,2.4,2,1,1,Figo
1788,2018,46007,17,1198,73,5,5.71,2,1,1,Ameo
1789,2015,65925,22,1498,89,5,5.49,1,1,2,Ecosport
1790,2004,73500,13,1343,90,5,1.3,2,1,2,City
1791,2014,55000,16,2179,140,7,8.5,1,1,1,XUV500
1792,2012,115000,13,2982,168,7,12.99,1,1,1,Fortuner
1793,2017,31184,18,1197,81,5,5.0,2,1,1,Grand
1794,2017,41747,28,1248,73,5,9.0,1,2,1,Dzire
1795,2016,38143,22,1248,74,5,5.22,1,1,1,Swift
1796,2012,19030,16,1198,73,5,3.8,2,1,1,Polo
1797,2019,20877,18,1197,78,5,7.27,2,1,1,Etios
1798,2016,23555,22,1197,81,5,5.1,2,1,1,Swift
1799,2013,29000,14,2143,203,5,29.0,1,2,1,E-Class
1800,2013,61000,18,998,67,5,2.9,2,1,1,WagonR
1801,2012,4187,26,624,35,4,1.38,2,1,1,Nano
1802,2011,46000,13,1798,157,5,5.5,2,1,1,Laura
1803,2016,28000,17,1197,103,5,7.25,2,2,1,Polo
1804,2014,83558,22,1582,126,5,6.98,1,1,1,Verna
1805,2017,40000,22,1248,74,5,5.25,1,1,1,Bolt
1806,2013,36000,21,814,55,5,1.95,2,1,1,EON
1807,2014,21000,17,1968,174,5,24.5,1,2,1,A4
1808,2013,62162,12,2494,100,7,8.31,1,1,1,Innova
1809,2012,83000,11,2987,254,5,36.0,1,2,1,M-Class
1810,2015,58000,24,1120,71,5,5.5,1,1,1,Xcent
1811,2011,62332,11,2354,177,5,5.89,2,2,1,Accord
1812,2016,50867,20,1498,103,5,7.95,1,1,1,Vento
1813,2010,73000,17,1197,80,5,2.75,2,1,1,i20
1814,2012,98008,22,1582,126,5,6.25,1,1,1,Elantra
1815,2015,36000,20,1399,68,5,4.95,1,1,1,Figo
1816,2019,27339,18,1197,81,5,6.27,2,1,1,i20
1817,2017,25000,23,1582,126,5,8.65,1,1,1,Verna
1818,2014,37000,18,1197,82,5,3.5,2,1,1,Grand
1819,2015,56000,14,1968,174,5,35.0,1,2,1,Q5
1820,2015,27000,17,1298,85,5,4.45,2,1,1,Swift
1821,2012,37000,18,1197,80,5,2.65,2,1,1,i20
1822,2017,10500,25,1198,77,5,4.7,1,1,1,KUV
1823,2014,49000,18,1582,126,5,8.9,1,2,1,Elantra
1824,2017,7000,17,1956,170,5,17.45,1,1,1,Compass
1825,2017,71256,24,1248,88,5,9.58,1,1,1,Vitara
1826,2012,83184,14,1798,138,5,6.22,2,1,1,Corolla
1827,2013,87284,15,2179,140,7,7.8,1,1,1,XUV500
1828,2016,7000,20,1995,190,5,27.75,1,2,1,X1
1829,2015,29000,22,1396,88,5,7.0,1,1,2,i20
1830,2017,33552,11,2987,254,5,64.87,1,2,1,GLE
1831,2013,64000,17,1998,163,5,6.5,1,1,2,Cruze
1832,2011,82000,18,1197,80,5,2.7,2,1,2,i20
1833,2012,70000,19,1198,86,5,2.5,2,1,2,Brio
1834,2013,166194,19,1461,84,7,3.9,1,1,1,Evalia
1835,2015,58000,16,1198,73,5,3.95,2,1,1,Polo
1836,2010,77000,20,1197,78,5,2.1,2,1,2,i10
1837,2009,73204,18,1991,147,4,3.5,1,2,3,Cruze
1838,2007,70000,19,1086,68,5,2.0,2,1,2,i10
1839,2014,79870,20,1248,88,7,5.35,1,1,1,Ertiga
1840,2013,90000,25,1498,98,5,3.8,1,1,1,Amaze
1841,2016,17000,15,1595,122,5,17.25,2,2,1,A
1842,2018,46493,18,1197,81,5,5.53,2,1,1,Grand
1843,2009,68000,20,1197,78,5,1.95,2,1,3,i10
1844,2017,2000,28,1248,74,5,8.2,1,1,1,Swift
1845,1999,140000,13,1343,90,5,0.9,2,1,1,City
1846,2013,255000,12,2494,100,7,6.5,1,1,3,Innova
1847,2014,45535,23,1998,112,5,19.41,1,2,1,Cooper
1848,2016,39228,15,1368,112,5,6.58,2,1,1,Linea
1849,2011,57000,14,1399,92,5,2.1,2,1,2,Aveo
1850,2008,85445,19,1086,68,5,2.0,2,1,2,i10
1851,2015,54000,24,1120,71,5,3.7,1,1,1,Xcent
1852,2014,53000,23,998,67,5,3.8,2,2,1,Celerio
1853,2014,60000,20,1197,78,5,3.25,2,1,1,i10
1854,2015,65668,19,1461,83,5,5.53,1,1,1,Duster
1855,2011,100000,22,1995,190,5,10.9,1,2,2,3
1856,2018,1800,18,1197,82,5,5.1,2,1,1,Grand
1858,2009,44200,18,995,62,5,1.6,2,1,2,Spark
1859,2018,14000,17,1497,117,5,11.25,2,1,1,City
1860,2013,720000,20,1598,103,5,5.9,1,1,1,Vento
1861,2012,73000,11,2982,169,7,14.4,1,2,1,Fortuner
1862,2011,68000,17,1497,118,5,3.6,2,1,1,City
1863,2017,19543,18,1995,190,5,40.5,1,2,1,5
1864,2014,38000,14,1968,174,5,38.95,1,2,2,Q5
1865,2014,32805,23,1248,73,5,3.6,1,1,1,Ritz
1866,2016,44782,21,1498,103,5,7.12,1,2,1,Vento
1867,2016,55700,26,1498,98,5,7.52,1,1,1,City
1868,2012,60000,15,1968,140,5,10.35,1,2,2,A4
1869,2014,56000,15,1598,103,5,7.0,2,1,1,Rapid
1870,2011,60000,11,2982,171,7,10.85,1,1,1,Fortuner
1871,2010,78563,16,1991,123,5,2.35,1,1,1,Optra
1872,2014,34669,15,1196,73,7,2.9,2,1,1,Eeco
1873,2017,17000,20,1373,91,5,7.65,2,1,1,Ciaz
1874,2016,66000,28,1248,88,5,6.4,1,1,1,Ciaz
1875,2014,102418,12,2494,100,7,10.1,1,1,1,Innova
1876,2014,48800,19,1197,85,5,4.25,2,1,1,Swift
1877,2019,10601,11,2755,171,7,19.65,1,2,1,Innova
1878,2017,8200,25,1396,69,5,4.4,1,1,1,Indica
1879,2012,100000,18,1197,82,5,3.25,2,1,1,i20
1880,2012,78000,17,1399,68,5,2.8,1,1,1,Fiesta
1881,2015,50000,18,1248,73,8,4.3,1,1,1,Enjoy
1882,2006,89327,17,1399,68,5,1.55,1,1,3,Fiesta
1883,2007,98000,10,2354,152,5,4.7,2,1,2,CR-V
1884,2017,24700,18,1199,88,5,7.07,2,1,1,Jazz
1885,2018,6000,11,2987,258,7,79.0,1,2,1,GLS
1886,2018,9434,18,1197,81,5,5.75,2,1,1,Grand
1887,2012,29000,18,1197,85,5,3.25,2,1,1,Ritz
1888,2017,22440,22,1498,108,5,8.89,1,2,1,Ameo
1889,2015,73070,17,1497,117,5,5.9,2,1,1,City
1890,2016,21771,18,1199,88,5,4.95,2,1,1,Jazz
1891,2014,62000,17,1248,75,5,3.75,1,1,1,Swift
1892,2017,37024,17,1582,126,5,10.97,1,2,1,Creta
1893,2014,60336,14,2967,241,5,24.94,1,2,2,A7
1894,2014,26008,21,814,55,5,1.97,2,1,1,EON
1895,2010,90000,20,1399,68,5,1.4,1,1,2,Figo
1896,2018,35569,17,1198,73,5,7.27,2,1,1,Ameo
1897,2013,40000,21,1461,84,5,4.0,1,1,1,Scala
1898,2015,45000,18,1199,88,5,4.75,2,1,1,Jazz
1899,2015,42000,17,1197,80,5,5.1,2,1,1,i20
1900,2012,46913,14,2967,241,5,16.11,1,2,1,A4
1901,2014,62000,11,2696,184,7,10.55,1,2,1,Ssangyong
1902,2017,15000,12,2755,174,7,30.0,1,2,1,Fortuner
1903,2002,69000,18,1896,66,5,1.6,1,1,1,Octavia
1904,2012,41367,15,2148,170,5,18.49,1,2,1,New
1905,2018,15982,20,1373,91,5,9.96,2,1,1,Ciaz
1906,2013,99595,22,1248,74,5,4.75,1,1,2,Swift
1907,2002,63000,13,2446,75,10,3.65,1,1,3,Qualis
1908,2012,49000,16,2495,218,5,15.5,1,2,2,5
1909,2013,48272,10,2835,116,6,11.82,1,1,1,Pajero
1910,2008,63000,13,1794,125,5,2.05,2,1,1,Corolla
1911,2016,77000,26,998,58,5,3.3,3,1,1,WagonR
1912,2013,11734,16,796,34,8,2.25,2,1,1,Omni
1913,2014,62012,17,1968,174,5,20.12,1,2,1,A6
1914,2017,46000,25,1197,81,5,4.95,3,1,1,Xcent
1915,2016,45449,27,1498,98,5,7.48,1,1,1,Jazz
1916,2004,85000,10,1796,157,5,5.5,2,2,2,E-Class
1918,2013,45330,16,1968,147,5,13.19,1,2,1,A4
1919,2012,88000,19,1197,85,5,3.85,2,1,1,Swift
1920,2016,45376,28,1248,73,5,5.75,1,1,1,Dzire
1921,2014,81000,15,2179,140,7,9.0,1,1,1,XUV500
1922,2012,83381,18,1199,79,5,2.21,2,1,1,Beat
1923,2017,78526,23,1498,98,5,8.09,1,1,1,EcoSport
1924,2017,27313,14,2993,258,5,48.63,1,2,1,5
